lat,lon,crs,total
-88.5,-156.5,b'',-41.18898
-88.5,-155.5,b'',-41.168392
-88.5,-154.5,b'',-41.118732
-88.5,-153.5,b'',-41.07804
-88.5,-152.5,b'',-41.023018
-88.5,-151.5,b'',-41.007294
-88.5,-150.5,b'',-40.974445
-88.5,-149.5,b'',-40.961662
-88.5,-148.5,b'',-40.95219
-88.5,-147.5,b'',-40.93295
-88.5,-146.5,b'',-40.949966
-88.5,-145.5,b'',-40.949314
-88.5,-144.5,b'',-40.95681
-88.5,-143.5,b'',-40.955536
-88.5,-142.5,b'',-40.964954
-88.5,-141.5,b'',-40.96249
-88.5,-140.5,b'',-40.969765
-88.5,-139.5,b'',-40.971832
-88.5,-138.5,b'',-40.973633
-88.5,-137.5,b'',-40.984707
-88.5,-136.5,b'',-40.97434
-88.5,-135.5,b'',-40.98154
-88.5,-134.5,b'',-40.97191
-88.5,-133.5,b'',-40.990284
-88.5,-132.5,b'',-40.977894
-88.5,-131.5,b'',-40.985023
-88.5,-130.5,b'',-40.986828
-88.5,-129.5,b'',-40.981464
-88.5,-128.5,b'',-40.981506
-88.5,-127.5,b'',-40.98417
-88.5,-126.5,b'',-40.977398
-88.5,-125.5,b'',-40.974598
-88.5,-124.5,b'',-40.96731
-88.5,-123.5,b'',-40.96275
-88.5,-122.5,b'',-40.96585
-88.5,-121.5,b'',-40.952316
-88.5,-120.5,b'',-40.957188
-88.5,-119.5,b'',-40.935677
-88.5,-118.5,b'',-40.94087
-88.5,-117.5,b'',-40.921894
-88.5,-116.5,b'',-40.932384
-88.5,-115.5,b'',-40.921375
-88.5,-114.5,b'',-40.919777
-88.5,-113.5,b'',-40.88836
-88.5,-112.5,b'',-40.882107
-88.5,-111.5,b'',-40.8587
-88.5,-110.5,b'',-40.84109
-88.5,-109.5,b'',-40.82297
-88.5,-108.5,b'',-40.785057
-88.5,-107.5,b'',-40.759396
-88.5,-106.5,b'',-40.724358
-88.5,-105.5,b'',-40.69853
-88.5,-104.5,b'',-40.66138
-88.5,-103.5,b'',-40.642864
-88.5,-102.5,b'',-40.607037
-88.5,-101.5,b'',-40.567844
-88.5,-100.5,b'',-40.539223
-88.5,-99.5,b'',-40.52325
-88.5,-98.5,b'',-40.503746
-88.5,-97.5,b'',-40.48707
-88.5,-96.5,b'',-40.471836
-88.5,-95.5,b'',-40.45628
-88.5,-94.5,b'',-40.450054
-88.5,-93.5,b'',-40.437443
-88.5,-92.5,b'',-40.435043
-88.5,-91.5,b'',-40.425335
-88.5,-90.5,b'',-40.419563
-88.5,-89.5,b'',-40.410965
-88.5,-88.5,b'',-40.41068
-88.5,-87.5,b'',-40.409477
-88.5,-86.5,b'',-40.420223
-88.5,-85.5,b'',-40.41764
-88.5,-84.5,b'',-40.427204
-88.5,-83.5,b'',-40.42562
-88.5,-82.5,b'',-40.436325
-88.5,-81.5,b'',-40.4357
-88.5,-80.5,b'',-40.44747
-88.5,-79.5,b'',-40.44972
-88.5,-78.5,b'',-40.46683
-88.5,-77.5,b'',-40.47245
-88.5,-76.5,b'',-40.48949
-88.5,-75.5,b'',-40.49725
-88.5,-74.5,b'',-40.51421
-88.5,-73.5,b'',-40.522465
-88.5,-72.5,b'',-40.538563
-88.5,-71.5,b'',-40.550682
-88.5,-70.5,b'',-40.567844
-88.5,-69.5,b'',-40.577866
-88.5,-68.5,b'',-40.585968
-88.5,-67.5,b'',-40.59998
-88.5,-66.5,b'',-40.60984
-88.5,-65.5,b'',-40.635975
-88.5,-64.5,b'',-40.65084
-88.5,-63.5,b'',-40.67345
-88.5,-62.5,b'',-40.688446
-88.5,-61.5,b'',-40.710785
-88.5,-60.5,b'',-40.721115
-88.5,-59.5,b'',-40.747433
-88.5,-58.5,b'',-40.751503
-88.5,-57.5,b'',-40.776966
-88.5,-56.5,b'',-40.78605
-88.5,-55.5,b'',-40.807156
-88.5,-54.5,b'',-40.81821
-88.5,-53.5,b'',-40.84228
-88.5,-52.5,b'',-40.852203
-88.5,-51.5,b'',-40.873383
-88.5,-50.5,b'',-40.892757
-88.5,-49.5,b'',-40.90919
-88.5,-48.5,b'',-40.932823
-88.5,-47.5,b'',-40.947594
-88.5,-46.5,b'',-40.978607
-88.5,-45.5,b'',-41.001373
-88.5,-44.5,b'',-41.03406
-88.5,-43.5,b'',-41.059715
-88.5,-42.5,b'',-41.099613
-88.5,-41.5,b'',-41.12058
-88.5,-40.5,b'',-41.162262
-88.5,-39.5,b'',-41.183727
-88.5,-38.5,b'',-41.21286
-88.5,-37.5,b'',-41.241722
-88.5,-36.5,b'',-41.2751
-88.5,-35.5,b'',-41.301468
-88.5,-34.5,b'',-41.34137
-88.5,-33.5,b'',-41.365997
-88.5,-32.5,b'',-41.39932
-88.5,-31.5,b'',-41.433853
-88.5,-30.5,b'',-41.47764
-88.5,-29.5,b'',-41.5195
-88.5,-28.5,b'',-41.56529
-88.5,-27.5,b'',-41.593513
-88.5,-26.5,b'',-41.643284
-88.5,-25.5,b'',-41.679806
-88.5,-24.5,b'',-41.71109
-88.5,-23.5,b'',-41.745575
-88.5,-22.5,b'',-41.778545
-88.5,-21.5,b'',-41.80791
-88.5,-20.5,b'',-41.86236
-88.5,-19.5,b'',-41.887623
-88.5,-18.5,b'',-41.933895
-88.5,-17.5,b'',-41.964558
-88.5,-16.5,b'',-42.000015
-88.5,-15.5,b'',-42.0337
-88.5,-14.5,b'',-42.074104
-88.5,-13.5,b'',-42.09962
-88.5,-12.5,b'',-42.138893
-88.5,-11.5,b'',-42.16795
-88.5,-10.5,b'',-42.195335
-88.5,-9.5,b'',-42.22893
-88.5,-8.5,b'',-42.256744
-88.5,-7.5,b'',-42.278545
-88.5,-6.5,b'',-42.316784
-88.5,-5.5,b'',-42.343407
-88.5,-4.5,b'',-42.37301
-88.5,-3.5,b'',-42.42
-88.5,-2.5,b'',-42.45027
-88.5,-1.5,b'',-42.493732
-88.5,-0.5,b'',-42.53084
-88.5,0.5,b'',-42.54815
-88.5,1.5,b'',-42.588963
-88.5,2.5,b'',-42.618652
-88.5,3.5,b'',-42.64809
-88.5,4.5,b'',-42.692554
-88.5,5.5,b'',-42.731647
-88.5,6.5,b'',-42.751194
-88.5,7.5,b'',-42.797443
-88.5,8.5,b'',-42.817913
-88.5,9.5,b'',-42.862587
-88.5,10.5,b'',-42.90151
-88.5,11.5,b'',-42.94763
-88.5,12.5,b'',-42.96823
-88.5,13.5,b'',-43.006966
-88.5,14.5,b'',-43.023838
-88.5,15.5,b'',-43.062866
-88.5,16.5,b'',-43.087227
-88.5,17.5,b'',-43.11633
-88.5,18.5,b'',-43.143894
-88.5,19.5,b'',-43.178165
-88.5,20.5,b'',-43.194984
-88.5,21.5,b'',-43.23474
-88.5,22.5,b'',-43.252823
-88.5,23.5,b'',-43.27845
-88.5,24.5,b'',-43.30771
-88.5,25.5,b'',-43.32863
-88.5,26.5,b'',-43.357388
-88.5,27.5,b'',-43.390675
-88.5,28.5,b'',-43.411377
-88.5,29.5,b'',-43.44715
-88.5,30.5,b'',-43.487103
-88.5,31.5,b'',-43.518383
-88.5,32.5,b'',-43.550476
-88.5,33.5,b'',-43.584164
-88.5,34.5,b'',-43.62882
-88.5,35.5,b'',-43.67459
-88.5,36.5,b'',-43.706352
-88.5,37.5,b'',-43.737556
-88.5,38.5,b'',-43.77918
-88.5,39.5,b'',-43.833424
-88.5,40.5,b'',-43.864925
-88.5,41.5,b'',-43.912434
-88.5,42.5,b'',-43.945618
-88.5,43.5,b'',-43.981598
-88.5,44.5,b'',-44.036736
-88.5,45.5,b'',-44.085735
-88.5,46.5,b'',-44.135815
-88.5,47.5,b'',-44.168236
-88.5,48.5,b'',-44.19236
-88.5,49.5,b'',-44.232807
-88.5,50.5,b'',-44.257187
-88.5,51.5,b'',-44.283985
-88.5,52.5,b'',-44.318817
-88.5,53.5,b'',-44.350727
-88.5,54.5,b'',-44.406258
-88.5,55.5,b'',-44.44915
-88.5,56.5,b'',-44.480293
-88.5,57.5,b'',-44.504345
-88.5,58.5,b'',-44.53537
-88.5,59.5,b'',-44.561413
-88.5,60.5,b'',-44.58908
-88.5,61.5,b'',-44.616394
-88.5,62.5,b'',-44.650925
-88.5,63.5,b'',-44.701687
-88.5,64.5,b'',-44.747314
-88.5,65.5,b'',-44.77786
-88.5,66.5,b'',-44.807438
-88.5,67.5,b'',-44.843132
-88.5,68.5,b'',-44.863056
-88.5,69.5,b'',-44.889736
-88.5,70.5,b'',-44.906597
-88.5,71.5,b'',-44.937008
-88.5,72.5,b'',-44.947517
-88.5,73.5,b'',-44.97745
-88.5,74.5,b'',-44.991714
-88.5,75.5,b'',-45.01418
-88.5,76.5,b'',-45.03236
-88.5,77.5,b'',-45.05478
-88.5,78.5,b'',-45.068127
-88.5,79.5,b'',-45.109425
-88.5,80.5,b'',-45.12604
-88.5,81.5,b'',-45.17611
-88.5,82.5,b'',-45.18358
-88.5,83.5,b'',-45.193535
-88.5,84.5,b'',-45.204144
-88.5,85.5,b'',-45.21715
-88.5,86.5,b'',-45.215557
-88.5,87.5,b'',-45.217915
-88.5,88.5,b'',-45.224274
-88.5,89.5,b'',-45.22091
-88.5,90.5,b'',-45.221893
-88.5,91.5,b'',-45.22181
-88.5,92.5,b'',-45.22546
-88.5,93.5,b'',-45.232674
-88.5,94.5,b'',-45.240067
-88.5,95.5,b'',-45.243134
-88.5,96.5,b'',-45.255722
-88.5,97.5,b'',-45.255356
-88.5,98.5,b'',-45.25162
-88.5,99.5,b'',-45.253788
-88.5,100.5,b'',-45.24684
-88.5,101.5,b'',-45.240208
-88.5,102.5,b'',-45.220173
-88.5,103.5,b'',-45.20684
-88.5,104.5,b'',-45.198486
-88.5,105.5,b'',-45.182667
-88.5,106.5,b'',-45.171425
-88.5,107.5,b'',-45.153698
-88.5,108.5,b'',-45.134846
-88.5,109.5,b'',-45.11118
-88.5,110.5,b'',-45.098686
-88.5,111.5,b'',-45.068718
-88.5,112.5,b'',-45.05295
-88.5,113.5,b'',-45.029385
-88.5,114.5,b'',-45.00269
-88.5,115.5,b'',-44.988857
-88.5,116.5,b'',-44.964798
-88.5,117.5,b'',-44.930683
-88.5,118.5,b'',-44.90566
-88.5,119.5,b'',-44.87033
-88.5,120.5,b'',-44.844116
-88.5,121.5,b'',-44.815838
-88.5,122.5,b'',-44.789024
-88.5,123.5,b'',-44.74953
-88.5,124.5,b'',-44.714977
-88.5,125.5,b'',-44.672405
-88.5,126.5,b'',-44.650124
-88.5,127.5,b'',-44.609756
-88.5,128.5,b'',-44.571335
-88.5,129.5,b'',-44.52229
-88.5,130.5,b'',-44.492092
-88.5,131.5,b'',-44.433052
-88.5,132.5,b'',-44.400692
-88.5,133.5,b'',-44.348873
-88.5,134.5,b'',-44.287006
-88.5,135.5,b'',-44.21903
-88.5,136.5,b'',-44.16098
-88.5,137.5,b'',-44.103706
-88.5,138.5,b'',-44.066788
-88.5,139.5,b'',-43.986576
-88.5,140.5,b'',-43.949364
-88.5,141.5,b'',-43.905743
-88.5,142.5,b'',-43.853195
-88.5,143.5,b'',-43.802887
-88.5,144.5,b'',-43.751556
-88.5,145.5,b'',-43.68656
-88.5,146.5,b'',-43.638123
-88.5,147.5,b'',-43.58583
-88.5,148.5,b'',-43.533012
-88.5,149.5,b'',-43.477535
-88.5,150.5,b'',-43.418663
-88.5,151.5,b'',-43.360252
-88.5,152.5,b'',-43.312828
-88.5,153.5,b'',-43.240738
-88.5,154.5,b'',-43.18198
-88.5,155.5,b'',-43.14372
-88.5,156.5,b'',-43.093765
-88.5,157.5,b'',-43.057278
-88.5,158.5,b'',-43.032757
-88.5,159.5,b'',-42.994545
-88.5,160.5,b'',-42.97588
-88.5,161.5,b'',-42.928356
-88.5,162.5,b'',-42.879017
-88.5,163.5,b'',-42.875286
-88.5,164.5,b'',-42.860355
-88.5,165.5,b'',-42.845398
-88.5,166.5,b'',-42.812866
-88.5,167.5,b'',-42.78264
-88.5,168.5,b'',-42.7553
-88.5,169.5,b'',-42.727898
-88.5,170.5,b'',-42.689243
-88.5,171.5,b'',-42.61376
-88.5,172.5,b'',-42.584297
-88.5,173.5,b'',-42.53969
-88.5,174.5,b'',-42.50416
-88.5,175.5,b'',-42.4667
-88.5,176.5,b'',-42.415356
-88.5,177.5,b'',-42.385796
-88.5,178.5,b'',-42.35297
-88.5,179.5,b'',-42.3062
-87.5,-179.5,b'',-39.511177
-87.5,-178.5,b'',-39.40157
-87.5,-177.5,b'',-39.30655
-87.5,-176.5,b'',-39.156586
-87.5,-175.5,b'',-39.03617
-87.5,-174.5,b'',-38.847008
-87.5,-173.5,b'',-38.705395
-87.5,-172.5,b'',-38.554314
-87.5,-171.5,b'',-38.44169
-87.5,-170.5,b'',-38.247562
-87.5,-169.5,b'',-38.137585
-87.5,-168.5,b'',-37.9684
-87.5,-167.5,b'',-37.86378
-87.5,-166.5,b'',-37.70515
-87.5,-165.5,b'',-37.59553
-87.5,-164.5,b'',-37.49072
-87.5,-163.5,b'',-37.387726
-87.5,-162.5,b'',-37.293655
-87.5,-161.5,b'',-37.18965
-87.5,-160.5,b'',-37.131294
-87.5,-159.5,b'',-37.07263
-87.5,-158.5,b'',-36.99417
-87.5,-157.5,b'',-36.958996
-87.5,-156.5,b'',-36.862858
-87.5,-155.5,b'',-36.79838
-87.5,-154.5,b'',-36.70834
-87.5,-153.5,b'',-36.640156
-87.5,-152.5,b'',-36.53031
-87.5,-151.5,b'',-36.502636
-87.5,-150.5,b'',-36.478455
-87.5,-149.5,b'',-36.468777
-87.5,-148.5,b'',-36.48254
-87.5,-147.5,b'',-36.494995
-87.5,-146.5,b'',-36.569332
