lat,lon,crs,total
-88.5,-28.5,b'',0.23452352
-88.5,-27.5,b'',0.23328196
-88.5,-26.5,b'',0.23162654
-88.5,-25.5,b'',0.23004921
-88.5,-24.5,b'',0.22851919
-88.5,-23.5,b'',0.22740068
-88.5,-22.5,b'',0.22642903
-88.5,-21.5,b'',0.22587493
-88.5,-20.5,b'',0.22530238
-88.5,-19.5,b'',0.22458228
-88.5,-18.5,b'',0.22366072
-88.5,-17.5,b'',0.22210231
-88.5,-16.5,b'',0.2210885
-88.5,-15.5,b'',0.21882145
-88.5,-14.5,b'',0.21815367
-88.5,-13.5,b'',0.21720283
-88.5,-12.5,b'',0.21670388
-88.5,-11.5,b'',0.21574965
-88.5,-10.5,b'',0.21446562
-88.5,-9.5,b'',0.21204089
-88.5,-8.5,b'',0.21053687
-88.5,-7.5,b'',0.21100442
-88.5,-6.5,b'',0.21126024
-88.5,-5.5,b'',0.21082006
-88.5,-4.5,b'',0.21046749
-88.5,-3.5,b'',0.20978945
-88.5,-2.5,b'',0.21002829
-88.5,-1.5,b'',0.2094827
-88.5,-0.5,b'',0.20971476
-88.5,0.5,b'',0.20922513
-88.5,1.5,b'',0.20900728
-88.5,2.5,b'',0.20843567
-88.5,3.5,b'',0.20861481
-88.5,4.5,b'',0.20793073
-88.5,5.5,b'',0.2081875
-88.5,6.5,b'',0.2077538
-88.5,7.5,b'',0.20777188
-88.5,8.5,b'',0.20779431
-88.5,9.5,b'',0.20806392
-88.5,10.5,b'',0.20975327
-88.5,11.5,b'',0.21148102
-88.5,12.5,b'',0.21073961
-88.5,13.5,b'',0.20968808
-88.5,14.5,b'',0.20931692
-88.5,15.5,b'',0.20791927
-88.5,16.5,b'',0.20728746
-88.5,17.5,b'',0.20578669
-88.5,18.5,b'',0.20540327
-88.5,19.5,b'',0.20506226
-88.5,20.5,b'',0.20520942
-88.5,21.5,b'',0.20393702
-88.5,22.5,b'',0.203679
-88.5,23.5,b'',0.20239654
-88.5,24.5,b'',0.20194386
-88.5,25.5,b'',0.20088935
-88.5,26.5,b'',0.20056963
-88.5,27.5,b'',0.20025717
-88.5,28.5,b'',0.20082013
-88.5,29.5,b'',0.20187414
-88.5,30.5,b'',0.20180993
-88.5,31.5,b'',0.20164496
-88.5,32.5,b'',0.20224798
-88.5,33.5,b'',0.20180681
-88.5,34.5,b'',0.20199925
-88.5,35.5,b'',0.2019758
-88.5,36.5,b'',0.20205182
-88.5,37.5,b'',0.20172165
-88.5,38.5,b'',0.20154685
-88.5,39.5,b'',0.20124865
-88.5,40.5,b'',0.20111635
-88.5,41.5,b'',0.20081513
-88.5,42.5,b'',0.20069759
-88.5,43.5,b'',0.19987921
-88.5,44.5,b'',0.19944656
-88.5,45.5,b'',0.19881116
-88.5,46.5,b'',0.1973102
-88.5,47.5,b'',0.19543032
-88.5,48.5,b'',0.19505994
-88.5,49.5,b'',0.19445339
-88.5,50.5,b'',0.19418621
-88.5,51.5,b'',0.19415182
-88.5,52.5,b'',0.19395049
