lat,lon,crs,total
-88.5,84.5,b'',3.3353662
-88.5,85.5,b'',3.3347523
-88.5,86.5,b'',3.3375835
-88.5,87.5,b'',3.3390737
-88.5,88.5,b'',3.3461096
-88.5,89.5,b'',3.3480961
-88.5,90.5,b'',3.347638
-88.5,91.5,b'',3.3439236
-88.5,92.5,b'',3.3409302
-88.5,93.5,b'',3.340417
-88.5,94.5,b'',3.3466837
-88.5,95.5,b'',3.3500605
-88.5,96.5,b'',3.3501623
-88.5,97.5,b'',3.3468952
-88.5,98.5,b'',3.3476105
-88.5,99.5,b'',3.349077
-88.5,100.5,b'',3.348768
-88.5,101.5,b'',3.352321
-88.5,102.5,b'',3.3536777
-88.5,103.5,b'',3.3493998
-88.5,104.5,b'',3.3504658
-88.5,105.5,b'',3.350998
-88.5,106.5,b'',3.350214
-88.5,107.5,b'',3.3487685
-88.5,108.5,b'',3.3492925
-88.5,109.5,b'',3.345704
-88.5,110.5,b'',3.344161
-88.5,111.5,b'',3.3420668
-88.5,112.5,b'',3.3394268
-88.5,113.5,b'',3.3375132
-88.5,114.5,b'',3.3374104
-88.5,115.5,b'',3.3402338
-88.5,116.5,b'',3.3419642
-88.5,117.5,b'',3.33547
-88.5,118.5,b'',3.3385687
-88.5,119.5,b'',3.3331575
-88.5,120.5,b'',3.3311646
-88.5,121.5,b'',3.3334641
-88.5,122.5,b'',3.3291118
-88.5,123.5,b'',3.317609
-88.5,124.5,b'',3.3224385
-88.5,125.5,b'',3.3219402
-88.5,126.5,b'',3.3184183
-88.5,127.5,b'',3.3151753
-88.5,128.5,b'',3.3088882
-88.5,129.5,b'',3.3008053
-88.5,130.5,b'',3.2991195
-88.5,131.5,b'',3.298836
-88.5,132.5,b'',3.2930262
-88.5,133.5,b'',3.2907984
-88.5,134.5,b'',3.2861226
-88.5,135.5,b'',3.2837546
-88.5,136.5,b'',3.2806284
-88.5,137.5,b'',3.2704468
-88.5,138.5,b'',3.2686675
-88.5,139.5,b'',3.2613795
-88.5,140.5,b'',3.2573016
-88.5,141.5,b'',3.2538297
-88.5,142.5,b'',3.2504466
-88.5,143.5,b'',3.2448778
-88.5,144.5,b'',3.237389
-88.5,145.5,b'',3.2307694
-88.5,146.5,b'',3.2267096
-88.5,147.5,b'',3.2242472
-88.5,148.5,b'',3.219188
-88.5,149.5,b'',3.2105885
-88.5,150.5,b'',3.20567
-88.5,151.5,b'',3.2042024
-88.5,152.5,b'',3.2011826
-88.5,153.5,b'',3.1980166
-88.5,154.5,b'',3.1953285
-88.5,155.5,b'',3.1908038
-88.5,156.5,b'',3.1850636
-88.5,157.5,b'',3.1828158
-88.5,158.5,b'',3.180975
-88.5,159.5,b'',3.1778245
-88.5,160.5,b'',3.1756027
-88.5,161.5,b'',3.1713238
-88.5,162.5,b'',3.170901
-88.5,163.5,b'',3.1710558
-88.5,164.5,b'',3.1707897
-88.5,165.5,b'',3.170868
-88.5,166.5,b'',3.1702042
-88.5,167.5,b'',3.1693242
-88.5,168.5,b'',3.165266
-88.5,169.5,b'',3.1623728
-88.5,170.5,b'',3.1619284
-88.5,171.5,b'',3.1595936
-88.5,172.5,b'',3.1575193
-88.5,173.5,b'',3.155718
-88.5,174.5,b'',3.1495876
-88.5,175.5,b'',3.1499925
-88.5,176.5,b'',3.1486611
-88.5,177.5,b'',3.1432369
-88.5,178.5,b'',3.1420517
-88.5,179.5,b'',3.1374257
-87.5,-179.5,b'',2.9522371
-87.5,-178.5,b'',2.949895
-87.5,-177.5,b'',2.9406936
-87.5,-176.5,b'',2.9434607
-87.5,-175.5,b'',2.9349487
-87.5,-174.5,b'',2.9257798
-87.5,-173.5,b'',2.9282558
-87.5,-172.5,b'',2.925644
-87.5,-171.5,b'',2.9177837
-87.5,-170.5,b'',2.903305
-87.5,-169.5,b'',2.8981524
-87.5,-168.5,b'',2.8868835
-87.5,-167.5,b'',2.8791611
-87.5,-166.5,b'',2.877501
-87.5,-165.5,b'',2.8708344
-87.5,-164.5,b'',2.8661256
-87.5,-163.5,b'',2.8599164
-87.5,-162.5,b'',2.864771
-87.5,-161.5,b'',2.8661017
-87.5,-160.5,b'',2.8678768
-87.5,-159.5,b'',2.8665378
-87.5,-158.5,b'',2.8669949
-87.5,-157.5,b'',2.8678517
-87.5,-156.5,b'',2.8656974
-87.5,-155.5,b'',2.865795
-87.5,-154.5,b'',2.8549755
-87.5,-153.5,b'',2.855855
-87.5,-152.5,b'',2.8492813
-87.5,-151.5,b'',2.8523371
-87.5,-150.5,b'',2.8579829
-87.5,-149.5,b'',2.8593807
-87.5,-148.5,b'',2.8683639
-87.5,-147.5,b'',2.8721569
-87.5,-146.5,b'',2.872766
-87.5,-145.5,b'',2.87558
-87.5,-144.5,b'',2.8851273
-87.5,-143.5,b'',2.885932
-87.5,-142.5,b'',2.891124
-87.5,-141.5,b'',2.8940828
-87.5,-140.5,b'',2.8937516
-87.5,-139.5,b'',2.8960683
