;"Biofuels and waste";"Coal";"Crude oil";"Electricity";"Gas";"Geothermal";"Heat";"Oil products"
"1990-01-01 00:00:00";23,15533;0;0;1,80265;0;0;0;8,87369
"1995-01-01 00:00:00";27,01649;0;0;2,3608900000000004;0;0;0;8,89695
"2000-01-01 00:00:00";30,831129999999998;0;0;2,75631;5,73359;0;0;11,060130000000001
"2005-01-01 00:00:00";44,82202;0;0;2,8726100000000003;1,6630900000000004;0;0;9,304
"2010-01-01 00:00:00";48,67155000000001;0;0;4,11702;2,1515500000000003;0;0;11,46718
"2015-01-01 00:00:00";49,63684;0;0;6,0243400000000005;2,9075;0;0;20,29435
